trainer_id,trainer_name,variants,location_count,locations,normal_team_preview,hardcore_team_preview
259,Gambler Jasper,hardcore|normal,1,Route 11 [stage=2],Weepinbell Lv24 | Flamigo Lv26,Weepinbell Lv24 | Flamigo Lv26
260,Gambler Dirk,hardcore|normal,1,Route 11 [stage=2],Voltorb Lv25 | Electrike Lv26,Voltorb Lv25 | Electrike Lv26
261,Gambler Darian,hardcore|normal,1,Route 11 [stage=2],Growlithe Lv25 | Varoom Lv25,Growlithe Lv25 | Varoom Lv25
262,Gambler Stan,hardcore|normal,1,Route 8 [stage=3],Poliwhirl Lv35 | Ponyta Lv36 | Numel Lv37,Poliwhirl Lv35 | Ponyta Lv36 | Numel Lv37
264,Gambler Rich,hardcore|normal,1,Route 8 [stage=3],Houndour Lv35 | Litleo Lv35,Houndour Lv35 | Litleo Lv35
265,Beauty Bridget,hardcore|normal,1,Celadon City Gym [stage=4],Oddish Lv37 | Bellsprout Lv37 | Cherubi Lv37 | Roselia Lv38,Oddish Lv37 | Bellsprout Lv37 | Cherubi Lv37 | Roselia Lv38
266,Beauty Tamia,hardcore|normal,1,Celadon City Gym [stage=4],Scovillain Lv35 | Leavanny Lv35,Scovillain Lv35 | Leavanny Lv35
267,Beauty Lori,hardcore|normal,1,Celadon City Gym [stage=4],Exeggutor Lv36,Exeggutor Lv36
268,Beauty Lola,hardcore|normal,1,Route 13 [stage=9],Cherrim Lv104 | Venusaur Lv104 | Florges Lv104,Cherrim Lv101 | Venusaur Lv101 | Florges Lv101
269,Beauty Sheila,hardcore|normal,1,Route 13 [stage=9],Bouffalant Lv104 | Zebstrika Lv104,Goodra Lv101 | Bouffalant Lv101 | Zebstrika Lv102
270,SwimmerF Tiffany,hardcore|normal,1,Route 20 [stage=10],Lapras Lv65,Lapras Lv65
271,SwimmerF Nora,hardcore|normal,1,Route 20 [stage=10],Kingler Lv63 | Cloyster Lv64 | Seadra Lv65,Kingler Lv63 | Cloyster Lv64 | Seadra Lv65
272,SwimmerF Melissa,hardcore|normal,1,Route 20 [stage=10],Slowking Lv64 | Gorebyss Lv64,Slowking Lv64 | Gorebyss Lv64
273,Beauty Grace,hardcore|normal,1,Route 15 [stage=9],Clefable Lv58 | Wigglytuff Lv58,Clefable Lv58 | Wigglytuff Lv58
274,Beauty Olivia,hardcore|normal,1,Route 15 [stage=9],Venusaur Lv58 | Torterra Lv57,Venusaur Lv58 | Torterra Lv57
276,SwimmerF Anya,hardcore|normal,1,Route 19 [stage=10],Quagsire Lv62 | Seaking Lv61 | Alomomola Lv57 | Jellicent Lv63 | Veluza Lv62,Quagsire Lv62 | Seaking Lv61 | Alomomola Lv57 | Jellicent Lv63 | Veluza Lv62
277,SwimmerF Alice,hardcore|normal,1,Route 19 [stage=10],Gyarados Lv64 | Wishiwashi Lv60,Gyarados Lv64 | Wishiwashi Lv60
278,SwimmerF Connie,hardcore|normal,1,Route 19 [stage=10],Floatzel Lv63 | Floatzel Lv62 | Floatzel Lv63,Floatzel Lv63 | Floatzel Lv62 | Floatzel Lv63
279,SwimmerF Shirley,hardcore|normal,1,Route 20 [stage=10],Poliwrath Lv64 | Politoed Lv63 | Poliwhirl Lv64,Poliwrath Lv64 | Politoed Lv63 | Poliwhirl Lv64
280,Psychic Johan,hardcore|normal,1,Saffron City Gym [stage=8],Grumpig Lv53 | Meowstic Lv53 | Gallade Lv54 | Espeon Lv53,Grumpig Lv53 | Meowstic Lv53 | Gallade Lv54 | Espeon Lv53
281,Psychic Tyron,hardcore|normal,1,Saffron City Gym [stage=8],Mr. Mime Lv53 | Kadabra Lv53,Mr. Mime Lv53 | Kadabra Lv53
282,Psychic Cameron,hardcore|normal,1,Saffron City Gym [stage=8],Slowbro Lv54 | Slowking Lv53 | Espathra Lv53,Slowbro Lv54 | Slowking Lv53 | Espathra Lv53
283,Psychic Preston,hardcore|normal,1,Saffron City Gym [stage=8],Bronzong Lv54,Bronzong Lv54
285,Rocker Luca,hardcore|normal,1,Route 12 [stage=9],Piloswine Lv104 | Heliolisk Lv104 | Nidoqueen Lv104 | Yanmega Lv104 | Walrein Lv104,Rotom Lv101 | Tornadus Lv101 | Nidoqueen Lv101 | Yanmega Lv101 | Blastoise Lv101 | Walrein Lv101
286,Juggler Dalton,hardcore|normal,1,Silph Co. 5F [stage=6],Kadabra Lv45 | Mr. Mime Lv44,Kadabra Lv45 | Mr. Mime Lv44
287,Juggler Nelson,hardcore|normal,1,Victory Road 2F [stage=16],Hypno Lv80 | Electrode Lv81 | Meowstic Lv76 | Gothitelle Lv82,Hypno Lv80 | Electrode Lv81 | Meowstic Lv76 | Gothitelle Lv82
288,Juggler Kirk,hardcore|normal,1,Fuchsia City Gym [stage=9],Electrode Lv63 | Incineroar Lv63 | Appletun Lv62 | Ariados Lv63,Electrode Lv63 | Incineroar Lv63 | Appletun Lv62 | Ariados Lv63
289,Juggler Shawn,hardcore|normal,1,Fuchsia City Gym [stage=9],Magmortar Lv63 | Hypno Lv63,Magmortar Lv63 | Hypno Lv63
290,Juggler Gregory,hardcore|normal,1,Victory Road 2F [stage=16],Mr. Mime Lv83,Mr. Mime Lv83
292,Juggler Kayden,hardcore|normal,1,Fuchsia City Gym [stage=9],Salazzle Lv64,Mr. Mime Lv103 | Hatterene Lv103 | Electrode Lv103 | Turtonator Lv103 | Silvally Lv103 | Volcanion Lv103
293,Juggler Nate,hardcore|normal,1,Fuchsia City Gym [stage=9],Skuntank Lv63 | Tentacruel Lv63,Skuntank Lv63 | Tentacruel Lv63
294,Tamer Phil,hardcore|normal,1,Fuchsia City Gym [stage=9],Copperajah Lv62 | Seviper Lv63,Copperajah Lv62 | Seviper Lv63
295,Tamer Edgar,hardcore|normal,1,Fuchsia City Gym [stage=9],Arbok Lv62 | Nidoking Lv62 | Bewear Lv63,Arbok Lv62 | Nidoking Lv62 | Bewear Lv63
298,Tamer Vincent,hardcore|normal,1,Victory Road 2F [stage=16],Persian Lv80 | Golduck Lv81,Persian Lv80 | Golduck Lv81
300,Bird Keeper Sebastian,hardcore|normal,1,Route 13 [stage=9],Gliscor Lv101 | Charizard Lv104 | Togekiss Lv104 | Tropius Lv104,Landorus Lv101 | Charizard Lv101 | Togekiss Lv101 | Blaziken Lv101 | Tropius Lv101
301,Bird Keeper Perry,hardcore|normal,1,Route 13 [stage=9],Rhyperior Lv104 | Gardevoir Lv104 | Rapidash Lv104 | Dragapult Lv104,Rhyperior Lv101 | Sunflora Lv101 | Ogerpon Lv101 | Rapidash Lv101 | Dragapult Lv101
302,Bird Keeper Robert,hardcore|normal,1,Route 13 [stage=9],Exeggutor Lv104 | Archeops Lv104 | Emboar Lv104 | Jolteon Lv104,Exeggutor Lv101 | Archeops Lv101 | Emboar Lv101 | Jolteon Lv101 | Druddigon Lv101
303,Bird Keeper Donald,hardcore|normal,1,Route 14 [stage=9],Farfetch’d Lv58,Farfetch’d Lv58
304,Bird Keeper Benny,hardcore|normal,1,Route 14 [stage=9],Empoleon Lv57 | Fearow Lv57,Empoleon Lv57 | Fearow Lv57
305,Bird Keeper Edwin,hardcore|normal,1,Route 15 [stage=9],Pidgeotto Lv57 | Farfetch’d Lv59 | Swoobat Lv58 | Pidgeot Lv57,Pidgeotto Lv57 | Farfetch’d Lv59 | Swoobat Lv58 | Pidgeot Lv57
306,Bird Keeper Chester,hardcore|normal,1,Route 15 [stage=9],Dodrio Lv58 | Doduo Lv57 | Togekiss Lv58,Dodrio Lv58 | Doduo Lv57 | Togekiss Lv58
307,Ace Trainer Wilton,hardcore|normal,1,Route 18 [stage=9],Dragapult Lv104 | Kilowattrel Lv104 | Pinsir Lv104 | Omastar Lv104,Dragapult Lv101 | Kabutops Lv101 | Pinsir Lv101 | Omastar Lv101 | Kilowattrel Lv101
308,Dragon Tamer Ramiro,hardcore|normal,1,Route 18 [stage=9],Pikachu Lv101 | Milotic Lv101 | Lapras Lv101 | Goodra Lv104,Regice Lv101 | Milotic Lv101 | Lapras Lv101 | Latias Lv101 | Dragonite Lv101
309,Bird Keeper Jacob,hardcore|normal,1,Route 18 [stage=9],Cramorant Lv103 | Decidueye Lv104 | Mantine Lv104 | Nidoqueen Lv104,Cramorant Lv103 | Ogerpon Lv101 | Porygon2 Lv101 | Raikou Lv101 | Nidoqueen Lv101
310,Bird Keeper Roger,hardcore|normal,1,Route 20 [stage=10],Pelipper Lv63 | Corviknight Lv63 | Kilowattrel Lv64,Pelipper Lv63 | Corviknight Lv63 | Kilowattrel Lv64
313,Bird Keeper Carter,hardcore|normal,1,Route 14 [stage=9],Vibrava Lv57 | Cramorant Lv56 | Talonflame Lv57,Vibrava Lv57 | Cramorant Lv56 | Talonflame Lv57
314,Bird Keeper Mitch,hardcore|normal,1,Route 14 [stage=9],Blaziken Lv56 | Braviary Lv56 | Altaria Lv55 | Dartrix Lv55,Blaziken Lv56 | Braviary Lv56 | Altaria Lv55 | Dartrix Lv55
315,Bird Keeper Beck,hardcore|normal,1,Route 14 [stage=9],Pelipper Lv57 | Staravia Lv56,Pelipper Lv57 | Staravia Lv56
316,Bird Keeper Marlon,hardcore|normal,1,Route 14 [stage=9],Dodrio Lv57 | Toucannon Lv57 | Murkrow Lv57,Dodrio Lv57 | Toucannon Lv57 | Murkrow Lv57
317,Leader Chuck,hardcore|normal,1,Saffron City Fighting Dojo [stage=3],Hitmontop Lv103 | Sneasler Lv103 | Breloom Lv103 | Quaquaval Lv103 | Lucario Lv103 | Gallade Lv103,Iron Crown Lv103 | Sneasler Lv103 | Kommo-o Lv103 | Annihilape Lv103 | Zamazenta Lv103 | Gallade Lv103
318,Black Belt Mike,hardcore|normal,1,Saffron City Fighting Dojo [stage=3],Hariyama Lv46 | Poliwrath Lv46 | Flamigo Lv47,Hariyama Lv46 | Poliwrath Lv46 | Flamigo Lv47
319,Black Belt Hideki,hardcore|normal,1,Saffron City Fighting Dojo [stage=3],Conkeldurr Lv45 | Breloom Lv45,Conkeldurr Lv45 | Breloom Lv45
320,Black Belt Aaron,hardcore|normal,1,Saffron City Fighting Dojo [stage=3],Sirfetch’d Lv46,Sirfetch’d Lv46
321,Black Belt Hitoshi,hardcore|normal,1,Saffron City Fighting Dojo [stage=3],Sawk Lv45 | Throh Lv46 | Annihilape Lv45,Sawk Lv45 | Throh Lv46 | Annihilape Lv45
325,Black Belt Daisuke,hardcore|normal,1,Victory Road 2F [stage=16],Machoke Lv80 | Conkeldurr Lv80 | Passimian Lv81,Machoke Lv80 | Conkeldurr Lv80 | Passimian Lv81
326,Rival Blue,hardcore|normal,1,Pallet Town Oak's Lab [stage=0],Squirtle Lv5,Squirtle Lv5
327,Rival Blue,hardcore|normal,1,Pallet Town Oak's Lab [stage=0],Bulbasaur Lv5,Bulbasaur Lv5
328,Rival Blue,hardcore|normal,1,Pallet Town Oak's Lab [stage=0],Charmander Lv5,Charmander Lv5
329,Rival Blue,hardcore|normal,1,Route 22 [stage=0],Starly Lv9 | Squirtle Lv9,Snubbull Lv102 | Litleo Lv102 | Squirtle Lv103
330,Rival Blue,hardcore|normal,1,Route 22 [stage=0],Starly Lv9 | Bulbasaur Lv9,Snubbull Lv102 | Slowpoke Lv102 | Bulbasaur Lv103
331,Rival Blue,hardcore|normal,1,Route 22 [stage=0],Starly Lv9 | Charmander Lv9,Snubbull Lv102 | Slowpoke Lv102 | Charmander Lv103
332,Rival Blue,hardcore|normal,1,Cerulean City [stage=2],Kirlia Lv102 | Staravia Lv101 | Pawniard Lv103 | Wartortle Lv102,Hitmonlee Lv102 | Eevee Lv101 | Clefable Lv102 | Simisear Lv102 | Arbok Lv103 | Wartortle Lv103
333,Rival Blue,hardcore|normal,1,Cerulean City [stage=2],Kirlia Lv102 | Staravia Lv101 | Pawniard Lv103 | Ivysaur Lv102,Hitmonchan Lv102 | Clefable Lv102 | Simipour Lv102 | Arbok Lv103 | Eevee Lv101 | Ivysaur Lv103
334,Rival Blue,hardcore|normal,1,Cerulean City [stage=2],Kirlia Lv102 | Staravia Lv101 | Pawniard Lv103 | Charmeleon Lv102,Hitmontop Lv102 | Clefable Lv102 | Simisage Lv102 | Arbok Lv103 | Eevee Lv101 | Charmeleon Lv103
335,Scientist Ted,hardcore|normal,1,Pokemon Mansion 1F [stage=11],Electrode Lv67 | Porygon2 Lv69,Froslass Lv101 | Samurott Lv102 | Pidgeot Lv103 | Emboar Lv103 | Leafeon Lv103 | Flygon Lv103
336,Scientist Connor,hardcore|normal,1,Silph Co. 2F [stage=6],Muk Lv45 | Weezing Lv45 | Klinklang Lv45 | Beheeyem Lv46,Muk Lv45 | Weezing Lv45 | Klinklang Lv45 | Beheeyem Lv46
337,Scientist Jerry,hardcore|normal,1,Silph Co. 2F [stage=6],Magneton Lv46 | Electrode Lv47 | Porygon Lv48,Magneton Lv46 | Electrode Lv47 | Porygon Lv48
338,Scientist Jose,hardcore|normal,1,Silph Co. 3F [stage=6],Eelektross Lv45 | Porygon2 Lv45,Eelektross Lv45 | Porygon2 Lv45
339,Scientist Rodney,hardcore|normal,1,Silph Co. 4F [stage=6],Armarouge Lv48,Armarouge Lv48
340,Scientist Beau,hardcore|normal,1,Silph Co. 5F [stage=6],Electabuzz Lv41 | Kecleon Lv41 | Gardevoir Lv41 | Arcanine Lv41,Electabuzz Lv41 | Kecleon Lv41 | Gardevoir Lv41 | Arcanine Lv41
341,Scientist Taylor,hardcore|normal,1,Silph Co. 6F [stage=6],Electrode Lv44 | Weezing Lv45 | Musharna Lv44 | Amoonguss Lv44 | Scolipede Lv44,Electrode Lv44 | Weezing Lv45 | Musharna Lv44 | Amoonguss Lv44 | Scolipede Lv44
342,Scientist Joshua,hardcore|normal,1,Silph Co. 7F [stage=6],Electrode Lv45 | Muk Lv46,Electrode Lv45 | Muk Lv46
343,Scientist Parkker,hardcore|normal,1,Silph Co. 8F [stage=6],Cloyster Lv45 | Lickilicky Lv45,Cloyster Lv45 | Lickilicky Lv45
344,Scientist Ed,hardcore|normal,1,Silph Co. 9F [stage=6],Accelgor Lv44 | Heliolisk Lv45 | Archeops Lv44,Accelgor Lv44 | Heliolisk Lv45 | Archeops Lv44
345,Scientist Travis,hardcore|normal,1,Silph Co. 10F [stage=6],Kabutops Lv45 | Omastar Lv45,Kabutops Lv45 | Omastar Lv45
346,Scientist Braydon,hardcore|normal,1,Pokemon Mansion 3F [stage=11],Magneton Lv69 | Probopass Lv69 | Bellibolt Lv70,Magneton Lv69 | Probopass Lv69 | Bellibolt Lv70
347,Scientist Ivan,hardcore|normal,1,Pokemon Mansion B1F [stage=11],Revavroom Lv71 | Bronzong Lv70,Revavroom Lv71 | Bronzong Lv70
348,Boss Giovanni,hardcore|normal,1,Rocket Hideout B4F [stage=5],Nidoking Lv45 | Honchkrow Lv45 | Infernape Lv46 | Kangaskhan Lv46 | Orthworm Lv47 | Veluza Lv46,Infernape Lv47 | Nidoking Lv47 | Torterra Lv47 | Orthworm Lv47 | Gyarados Lv47 | Kangaskhan Lv47
349,Boss Giovanni,hardcore|normal,1,Silph Co. 11F [stage=7],Hippowdon Lv56 | Excadrill Lv57 | Kangaskhan Lv57 | Garganacl Lv57 | Garchomp Lv57 | Torterra Lv56,Mamoswine Lv57 | Dracovish Lv57 | Gyarados Lv57 | Garganacl Lv57 | Excadrill Lv57 | Garchomp Lv57
351,Team Rocket Grunt,hardcore|normal,1,Mt. Moon B2F [stage=1],Rattata Lv15 | Zubat Lv15,Rattata Lv15 | Zubat Lv15
352,Team Rocket Grunt,hardcore|normal,1,Mt. Moon B2F [stage=1],Shroodle Lv15 | Rattata Lv15 | Zubat Lv16,Shroodle Lv15 | Rattata Lv15 | Zubat Lv16
353,Team Rocket Grunt,hardcore|normal,1,Mt. Moon B2F [stage=1],Stunky Lv14 | Nickit Lv14,Stunky Lv14 | Nickit Lv14
354,Team Rocket Grunt,hardcore|normal,1,Mt. Moon B2F [stage=1],Rattata Lv16 | Capsakid Lv17,Rattata Lv16 | Capsakid Lv17
355,Team Rocket Grunt,hardcore|normal,1,Cerulean City [stage=2],Persian Lv101 | Golbat Lv102 | Oinkologne Lv104 | Octillery Lv102,Persian Lv101 | Crobat Lv101 | Raticate Lv102 | Veluza Lv104
356,Team Rocket Grunt,hardcore|normal,1,Route 24 [stage=2],Growlithe Lv103 | Gabite Lv101 | Togedemaru Lv101 | Komala Lv101,Arcanine Lv101 | Druddigon Lv103 | Togedemaru Lv102 | Komala Lv103
357,Team Rocket Grunt,hardcore|normal,1,Celadon City Game Corner [stage=5],Hypno Lv102 | Aerodactyl Lv102 | Granbull Lv101 | Obstagoon Lv101,Hypno Lv103 | Aerodactyl Lv102 | Tinkaton Lv102 | Inteleon Lv102
358,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B1F [stage=5],Drowzee Lv40 | Gurdurr Lv41,Drowzee Lv40 | Gurdurr Lv41
359,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B1F [stage=5],Raticate Lv40 | Raticate Lv40,Raticate Lv40 | Raticate Lv40
360,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B1F [stage=5],Ariados Lv40 | Weezing Lv42 | Centiskorch Lv40,Ariados Lv40 | Weezing Lv42 | Centiskorch Lv40
361,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B1F [stage=5],Krokorok Lv41 | Mightyena Lv42 | Gumshoos Lv38 | Stunky Lv42,Krokorok Lv41 | Mightyena Lv42 | Gumshoos Lv38 | Stunky Lv42
362,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B1F [stage=5],Muk Lv40 | Weezing Lv42,Muk Lv40 | Weezing Lv42
363,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B2F [stage=5],Golbat Lv41 | Muk Lv41 | Cacturne Lv40 | Bisharp Lv40 | Vullaby Lv40,Golbat Lv41 | Muk Lv41 | Cacturne Lv40 | Bisharp Lv40 | Vullaby Lv40
364,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B3F [stage=5],Fearow Lv41 | Obstagoon Lv43 | Runerigus Lv42,Fearow Lv41 | Obstagoon Lv43 | Runerigus Lv42
365,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B3F [stage=5],Machoke Lv42 | Perrserker Lv41,Machoke Lv42 | Perrserker Lv41
366,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B4F [stage=5],Weezing Lv101 | Slaking Lv101 | Crobat Lv101 | Dipplin Lv101,Weezing Lv103 | Slaking Lv103 | Lilligant Lv103 | Rotom Lv103
367,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B4F [stage=5],Talonflame Lv102 | Shiftry Lv101 | Toxicroak Lv101 | Eelektross Lv102,Talonflame Lv103 | Shiftry Lv103 | Okidogi Lv103 | Rotom Lv103
368,Team Rocket Grunt,hardcore|normal,1,Rocket Hideout B4F [stage=5],Weezing Lv38 | Ninjask Lv38,Weezing Lv38 | Ninjask Lv38
369,Team Rocket Grunt,hardcore|normal,1,Pokemon Tower 7F [stage=6],Golbat Lv42 | Shiftry Lv42 | Luxray Lv42,Pelipper Lv102 | Overqwil Lv103 | Ninetales Lv102 | Mr. Rime Lv103 | Arctovish Lv103
370,Team Rocket Grunt,hardcore|normal,1,Pokemon Tower 7F [stage=6],Rhydon Lv42 | Hypno Lv43,Klefki Lv102 | Obstagoon Lv103 | Braviary Lv103 | Dragalge Lv103 | Honchkrow Lv103
371,Team Rocket Grunt,hardcore|normal,1,Pokemon Tower 7F [stage=6],Seviper Lv43 | Gumshoos Lv43 | Scolipede Lv43 | Meowstic Lv44,Slurpuff Lv102 | Hydreigon Lv103 | Magnezone Lv103 | Golurk Lv103 | Primarina Lv103
373,Team Rocket Grunt,hardcore|normal,1,Silph Co. 2F [stage=6],Marowak Lv46 | Grapploct Lv47,Marowak Lv46 | Grapploct Lv47
374,Team Rocket Grunt,hardcore|normal,1,Silph Co. 2F [stage=6],Golbat Lv46 | Purugly Lv46 | Grafaiai Lv46 | Stonjourner Lv46 | Bruxish Lv47,Golbat Lv46 | Purugly Lv46 | Grafaiai Lv46 | Stonjourner Lv46 | Bruxish Lv47
375,Team Rocket Grunt,hardcore|normal,1,Silph Co. 3F [stage=6],Cacturne Lv46 | Hypno Lv45 | Bisharp Lv45,Cacturne Lv46 | Hypno Lv45 | Bisharp Lv45
376,Team Rocket Grunt,hardcore|normal,1,Silph Co. 4F [stage=6],Machamp Lv47 | Weavile Lv46,Machamp Lv47 | Weavile Lv46
377,Team Rocket Grunt,hardcore|normal,1,Silph Co. 4F [stage=6],Skuntank Lv47 | Crobat Lv46 | Stoutland Lv47,Skuntank Lv47 | Crobat Lv46 | Stoutland Lv47
378,Team Rocket Grunt,hardcore|normal,1,Silph Co. 5F [stage=6],Houndstone Lv47,Houndstone Lv47
379,Team Rocket Grunt,hardcore|normal,1,Silph Co. 5F [stage=6],Hypno Lv48,Hypno Lv48
380,Team Rocket Grunt,hardcore|normal,1,Silph Co. 6F [stage=6],Conkeldurr Lv47 | Toxicroak Lv46,Conkeldurr Lv47 | Toxicroak Lv46
381,Team Rocket Grunt,hardcore|normal,1,Silph Co. 6F [stage=6],Corviknight Lv49 | Golbat Lv48 | Crobat Lv48,Corviknight Lv49 | Golbat Lv48 | Crobat Lv48
382,Team Rocket Grunt,hardcore|normal,1,Silph Co. 8F [stage=6],Crawdaunt Lv47 | Zangoose Lv47 | Mightyena Lv46 | Drapion Lv47,Crawdaunt Lv47 | Zangoose Lv47 | Mightyena Lv46 | Drapion Lv47
383,Team Rocket Grunt,hardcore|normal,1,Silph Co. 7F [stage=6],Marowak Lv46 | Gliscor Lv45,Marowak Lv46 | Gliscor Lv45
384,Team Rocket Grunt,hardcore|normal,1,Silph Co. 7F [stage=6],Sandslash Lv47 | Donphan Lv48,Sandslash Lv47 | Donphan Lv48
385,Team Rocket Grunt,hardcore|normal,1,Silph Co. 7F [stage=6],Perrserker Lv48 | Golbat Lv48 | Thievul Lv49 | Raticate Lv47,Perrserker Lv48 | Golbat Lv48 | Thievul Lv49 | Raticate Lv47
386,Team Rocket Grunt,hardcore|normal,1,Silph Co. 8F [stage=6],Seviper Lv45 | Aggron Lv47 | Skuntank Lv46,Seviper Lv45 | Aggron Lv47 | Skuntank Lv46
387,Team Rocket Grunt,hardcore|normal,1,Silph Co. 9F [stage=6],Sandaconda Lv47 | Liepard Lv46 | Machoke Lv46,Sandaconda Lv47 | Liepard Lv46 | Machoke Lv46
388,Team Rocket Grunt,hardcore|normal,1,Silph Co. 9F [stage=6],Golbat Lv45 | Sharpedo Lv47 | Hypno Lv46,Golbat Lv45 | Sharpedo Lv47 | Hypno Lv46
389,Team Rocket Grunt,hardcore|normal,1,Silph Co. 10F [stage=6],Machamp Lv47,Machamp Lv47
390,Team Rocket Grunt,hardcore|normal,1,Silph Co. 11F [stage=6],Copperajah Lv46 | Swoobat Lv46 | Purugly Lv46 | Nidoqueen Lv47 | Arbok Lv47,Copperajah Lv46 | Swoobat Lv46 | Purugly Lv46 | Nidoqueen Lv47 | Arbok Lv47
391,Team Rocket Grunt,hardcore|normal,1,Silph Co. 11F [stage=6],Shedinja Lv48 | Ninjask Lv48 | Raticate Lv49,Shedinja Lv48 | Ninjask Lv48 | Raticate Lv49
393,Ace Trainer George,hardcore|normal,1,Victory Road 3F [stage=16],Exeggutor Lv83 | Donphan Lv84 | Cloyster Lv84 | Mienshao Lv84 | Pinsir Lv84,Metagross Lv103 | Starmie Lv103 | Pangoro Lv103 | Espeon Lv103 | Tauros Lv103 | Pinsir Lv103
394,Ace Trainer Colby,hardcore|normal,1,Victory Road 3F [stage=16],Feraligatr Lv83 | Swanna Lv83 | Walrein Lv83 | Sharpedo Lv84 | Empoleon Lv84,Arcanine Lv103 | Diancie Lv103 | Iron Leaves Lv103 | Muk Lv103 | Mismagius Lv103 | Grapploct Lv103
396,Ace Trainer Rolando,hardcore|normal,1,Victory Road 1F [stage=16],Cyclizar Lv101 | Flygon Lv101 | Crobat Lv101 | Kingler Lv101 | Hatterene Lv101,Cyclizar Lv103 | Volcanion Lv103 | Flygon Lv103 | Crobat Lv103 | Kingler Lv103 | Hatterene Lv103
402,Ace Trainer Mary,hardcore|normal,1,Celadon City Gym [stage=4],Grotle Lv35 | Graveler Lv35 | Ferroseed Lv36 | Tentacruel Lv37 | Lombre Lv38,Weavile Lv102 | Coalossal Lv103 | Maractus Lv102 | Copperajah Lv103
403,Ace Trainer Caroline,hardcore|normal,1,Victory Road 3F [stage=16],Bellossom Lv83 | Parasect Lv83 | Vileplume Lv83 | Amoonguss Lv83 | Lopunny Lv84,Lopunny Lv103 | Bellossom Lv103 | Stakataka Lv103 | Morpeko Lv103 | Latias Lv103 | Simisear Lv103
404,Ace Trainer Alexa,hardcore|normal,1,Victory Road 3F [stage=16],Clefable Lv83 | Wigglytuff Lv83 | Chansey Lv83 | Komala Lv83 | Audino Lv84,Clefable Lv103 | Dondozo Lv103 | Mew Lv103 | Mienshao Lv103 | Iron Treads Lv103 | Infernape Lv103
406,Ace Trainer Naomi,hardcore|normal,1,Victory Road 1F [stage=16],Maushold Lv101 | Veluza Lv101 | Shedinja Lv101 | Absol Lv101 | Galvantula Lv101,Maushold Lv103 | Veluza Lv103 | Shedinja Lv103 | Absol Lv103 | Galvantula Lv103 | Blacephalon Lv103
414,Leader Brock,hardcore|normal,1,Pewter City Gym [stage=0],Geodude Lv13 | Varoom Lv13 | Onix Lv14 | Archen Lv12,Hippopotas Lv13 | Cacnea Lv15 | Lunatone Lv14 | Lileep Lv16 | Archen Lv14 | Varoom Lv15
415,Leader Misty,hardcore|normal,1,Cerulean City Gym [stage=2],Frogadier Lv25 | Floatzel Lv25 | Starmie Lv27 | Clodsire Lv26,Politoed Lv27 | Ludicolo Lv28 | Mantine Lv27 | Clodsire Lv28 | Starmie Lv28 | Toxicroak Lv27
416,Leader Lt. Surge,hardcore|normal,1,Vermilion City Gym [stage=3],Pincurchin Lv32 | Vikavolt Lv33 | Bellibolt Lv33 | Pawmot Lv33 | Manectric Lv34,Rotom Lv35 | Electrode Lv36 | Raichu Lv36 | Hitmonlee Lv36 | Pawmot Lv36 | Ampharos Lv36
417,Leader Erika,hardcore|normal,1,Celadon City Gym [stage=4],Rillaboom Lv43 | Meowscarada Lv43 | Venusaur Lv44 | Meganium Lv44 | Electrode Lv44,Ogerpon Lv44 | Hawlucha Lv44 | Sceptile Lv44 | Toxtricity Lv44 | Slowbro Lv44 | Kartana Lv44
418,Leader Koga,hardcore|normal,1,Fuchsia City Gym [stage=9],Swellow Lv67 | Accelgor Lv68 | Greninja Lv68 | Drapion Lv68 | Iron Valiant Lv68 | Toxtricity Lv68,Tapu Lele Lv68 | Hoopa Lv68 | Krookodile Lv68 | Chi-Yu Lv68 | Nidoking Lv68 | Toxtricity Lv68
419,Leader Blaine,hardcore|normal,1,Cinnabar Island Gym [stage=11],Armarouge Lv75 | Slither Wing Lv76 | Exeggutor Lv76 | Typhlosion Lv76 | Ogerpon Lv76 | Charizard Lv76,Sandy Shocks Lv76 | Great Tusk Lv76 | Walking Wake Lv76 | Venusaur Lv76 | Ho-Oh Lv76 | Charizard Lv76
420,Leader Sabrina,hardcore|normal,1,Saffron City Gym [stage=8],Hatterene Lv57 | Indeedee Lv57 | Brute Bonnet Lv58 | Porygon2 Lv58 | Ursaluna Lv59 | Gardevoir Lv59,Tapu Fini Lv59 | Camerupt Lv59 | Glastrier Lv59 | Magearna Lv59 | Iron Hands Lv59 | Jellicent Lv59
421,Gentleman Thomas,hardcore|normal,1,S.S. Anne 1F Room 7 [stage=2],Growlithe Lv26 | Litleo Lv26,Growlithe Lv26 | Litleo Lv26
